STATISTIC,Statistic Label,TLIST(A1),Year,C03935V04687,Mode of Transport,C01198V01436,Weeks of the year,UNIT,VALUE
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",31,Week 31,Number,2306444
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",32,Week 32,Number,2496868
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",33,Week 33,Number,2511576
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",34,Week 34,Number,2747138
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",35,Week 35,Number,2801552
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",36,Week 36,Number,2901167
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",37,Week 37,Number,2971358
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",38,Week 38,Number,3194001
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",39,Week 39,Number,3321597
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",40,Week 40,Number,3372318
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",41,Week 41,Number,3386179
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",42,Week 42,Number,3332179
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",43,Week 43,Number,2757221
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",44,Week 44,Number,3397163
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",45,Week 45,Number,3421352
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",46,Week 46,Number,3326874
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",47,Week 47,Number,3198288
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",48,Week 48,Number,3138144
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",49,Week 49,Number,2806513
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",50,Week 50,Number,3236799
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",51,Week 51,Number,2171645
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",52,Week 52,Number,1632579
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",53,Week 53,Number,
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",01,Week 01,Number,2059797
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",02,Week 02,Number,2612333
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",03,Week 03,Number,2885771
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",04,Week 04,Number,3113728
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",05,Week 05,Number,3267226
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",06,Week 06,Number,3282180
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",07,Week 07,Number,3143569
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",08,Week 08,Number,3181580
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",09,Week 09,Number,3596399
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",10,Week 10,Number,3380613
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",11,Week 11,Number,3242343
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",12,Week 12,Number,3639309
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",13,Week 13,Number,3565301
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",14,Week 14,Number,3648475
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",15,Week 15,Number,3380695
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",16,Week 16,Number,3390227
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",17,Week 17,Number,3737583
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",18,Week 18,Number,3614874
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",19,Week 19,Number,3621404
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",20,Week 20,Number,3773400
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",21,Week 21,Number,3783761
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",22,Week 22,Number,3838230
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",23,Week 23,Number,3692053
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",24,Week 24,Number,3705819
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",25,Week 25,Number,3909012
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",26,Week 26,Number,3821006
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",27,Week 27,Number,3912598
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",28,Week 28,Number,3945159
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",29,Week 29,Number,3886252
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",30,Week 30,Number,3777200
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",31,Week 31,Number,3686936
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",32,Week 32,Number,4046046
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",33,Week 33,Number,3951286
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",34,Week 34,Number,4087816
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",35,Week 35,Number,4071888
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",36,Week 36,Number,4252098
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",37,Week 37,Number,4596312
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",38,Week 38,Number,4652651
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",39,Week 39,Number,4819510
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",40,Week 40,Number,4870433
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",41,Week 41,Number,4830259
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",42,Week 42,Number,4787076
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",43,Week 43,Number,4849608
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",44,Week 44,Number,4227620
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",45,Week 45,Number,4882932
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",46,Week 46,Number,4948048
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",47,Week 47,Number,4797072
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",48,Week 48,Number,4810091
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",49,Week 49,Number,4746525
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",50,Week 50,Number,4656099
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",51,Week 51,Number,4023247
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",52,Week 52,Number,3730211
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",53,Week 53,Number,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",01,Week 01,Number,3532942
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",02,Week 02,Number,4226984
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",03,Week 03,Number,4477023
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",04,Week 04,Number,4828950
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",05,Week 05,Number,4868694
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",06,Week 06,Number,4544819
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",07,Week 07,Number,4803222
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",08,Week 08,Number,4960908
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",09,Week 09,Number,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",10,Week 10,Number,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",11,Week 11,Number,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",12,Week 12,Number,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",13,Week 13,Number,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",14,Week 14,Number,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",15,Week 15,Number,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",16,Week 16,Number,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",17,Week 17,Number,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",18,Week 18,Number,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",19,Week 19,Number,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",20,Week 20,Number,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",21,Week 21,Number,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",22,Week 22,Number,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",23,Week 23,Number,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",24,Week 24,Number,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",25,Week 25,Number,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",26,Week 26,Number,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",27,Week 27,Number,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",28,Week 28,Number,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",29,Week 29,Number,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",30,Week 30,Number,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",31,Week 31,Number,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",32,Week 32,Number,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",33,Week 33,Number,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",34,Week 34,Number,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",35,Week 35,Number,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",36,Week 36,Number,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",37,Week 37,Number,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",38,Week 38,Number,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",39,Week 39,Number,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",40,Week 40,Number,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",41,Week 41,Number,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",42,Week 42,Number,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",43,Week 43,Number,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",44,Week 44,Number,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",45,Week 45,Number,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",46,Week 46,Number,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",47,Week 47,Number,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",48,Week 48,Number,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",49,Week 49,Number,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",50,Week 50,Number,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",51,Week 51,Number,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",52,Week 52,Number,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",53,Week 53,Number,
